Date_Time (GMT), Event, Speed (cm/sec)
2020-11-22 23:14, slack,-
2020-11-23 05:35, flood,44
2020-11-23 07:26, slack,-
2020-11-23 08:57, ebb,-22
2020-11-23 11:32, slack,-
2020-11-23 17:47, flood,37
2020-11-23 19:38, slack,-
2020-11-23 21:15, ebb,-23
2020-11-24 00:02, slack,-
2020-11-24 06:29, flood,42
2020-11-24 08:20, slack,-
2020-11-24 11:27, ebb,-23
2020-11-24 12:26, slack,-
2020-11-24 18:41, flood,37
2020-11-24 20:38, slack,-
2020-11-24 23:45, ebb,-23
2020-11-25 00:50, slack,-
2020-11-25 07:17, flood,41
2020-11-25 09:08, slack,-
2020-11-25 12:15, ebb,-25
2020-11-25 13:14, slack,-
2020-11-25 19:35, flood,37
2020-11-25 21:26, slack,-
2020-11-26 00:27, ebb,-23
2020-11-26 01:38, slack,-
2020-11-26 08:11, flood,40
2020-11-26 10:02, slack,-
2020-11-26 12:57, ebb,-26
2020-11-26 14:02, slack,-
2020-11-26 20:29, flood,38
2020-11-26 22:20, slack,-
2020-11-27 00:21, ebb,-23
2020-11-27 02:20, slack,-
2020-11-27 08:59, flood,39
2020-11-27 10:44, slack,-
2020-11-27 13:33, ebb,-26
2020-11-27 14:50, slack,-
2020-11-27 21:17, flood,38
2020-11-27 23:08, slack,-
2020-11-28 00:45, ebb,-24
2020-11-28 02:56, slack,-
2020-11-28 09:41, flood,37
2020-11-28 11:26, slack,-
2020-11-28 13:21, ebb,-27
2020-11-28 15:32, slack,-
2020-11-28 21:53, flood,38
2020-11-28 23:50, slack,-
2020-11-29 01:21, ebb,-25
2020-11-29 03:38, slack,-
2020-11-29 08:23, flood,37
2020-11-29 12:08, slack,-
2020-11-29 13:51, ebb,-28
2020-11-29 16:14, slack,-
2020-11-29 21:23, flood,38
2020-11-30 00:32, slack,-
2020-11-30 02:03, ebb,-27
2020-11-30 04:14, slack,-
2020-11-30 08:59, flood,39
2020-11-30 12:44, slack,-
2020-11-30 14:27, ebb,-30
2020-11-30 16:56, slack,-
2020-11-30 21:47, flood,40
2020-12-01 01:14, slack,-
2020-12-01 02:45, ebb,-28
2020-12-01 04:56, slack,-
2020-12-01 09:41, flood,41
2020-12-01 13:26, slack,-
2020-12-01 15:09, ebb,-31
2020-12-01 17:38, slack,-
2020-12-01 22:29, flood,42
2020-12-02 01:56, slack,-
2020-12-02 03:33, ebb,-29
2020-12-02 05:38, slack,-
2020-12-02 10:23, flood,42
2020-12-02 14:02, slack,-
2020-12-02 15:51, ebb,-32
2020-12-02 18:14, slack,-
2020-12-02 23:11, flood,42
2020-12-03 02:44, slack,-
2020-12-03 04:15, ebb,-30
2020-12-03 06:14, slack,-
2020-12-03 11:05, flood,43
2020-12-03 14:44, slack,-
2020-12-03 16:33, ebb,-34
2020-12-03 18:56, slack,-
2020-12-03 23:53, flood,43
2020-12-04 03:26, slack,-
2020-12-04 05:03, ebb,-31
2020-12-04 07:02, slack,-
2020-12-04 11:53, flood,43
2020-12-04 15:26, slack,-
2020-12-04 17:21, ebb,-34
2020-12-04 19:44, slack,-
2020-12-05 00:47, flood,43
2020-12-05 04:14, slack,-
2020-12-05 05:51, ebb,-31
2020-12-05 07:50, slack,-
2020-12-05 12:47, flood,43
2020-12-05 16:14, slack,-
2020-12-05 18:09, ebb,-35
2020-12-05 20:32, slack,-
2020-12-06 01:41, flood,44
2020-12-06 05:02, slack,-
2020-12-06 06:39, ebb,-31
2020-12-06 08:44, slack,-
2020-12-06 13:47, flood,43
2020-12-06 17:08, slack,-
2020-12-06 18:57, ebb,-34
2020-12-06 21:26, slack,-
2020-12-07 02:35, flood,45
2020-12-07 05:50, slack,-
2020-12-07 07:27, ebb,-31
2020-12-07 09:44, slack,-
2020-12-07 14:41, flood,44
2020-12-07 18:02, slack,-
2020-12-07 19:51, ebb,-34
2020-12-07 22:20, slack,-
2020-12-08 03:23, flood,47
2020-12-08 06:44, slack,-
2020-12-08 08:21, ebb,-31
2020-12-08 10:44, slack,-
2020-12-08 15:41, flood,45
2020-12-08 19:02, slack,-
2020-12-08 20:45, ebb,-33
2020-12-08 23:20, slack,-
2020-12-09 04:17, flood,48
2020-12-09 07:44, slack,-
2020-12-09 09:21, ebb,-31
2020-12-09 11:44, slack,-
2020-12-09 16:35, flood,46
2020-12-09 20:02, slack,-
2020-12-09 21:45, ebb,-32
2020-12-10 00:08, slack,-
2020-12-10 05:11, flood,49
2020-12-10 08:38, slack,-
2020-12-10 10:21, ebb,-32
2020-12-10 12:44, slack,-
2020-12-10 17:35, flood,46
2020-12-10 21:02, slack,-
2020-12-10 22:45, ebb,-32
2020-12-11 01:02, slack,-
2020-12-11 06:05, flood,50
2020-12-11 09:38, slack,-
2020-12-11 11:21, ebb,-34
2020-12-11 13:44, slack,-
2020-12-11 18:41, flood,47
2020-12-11 22:02, slack,-
2020-12-11 23:45, ebb,-33
2020-12-12 01:56, slack,-
2020-12-12 07:05, flood,50
2020-12-12 10:32, slack,-
2020-12-12 12:15, ebb,-36
2020-12-12 14:38, slack,-
2020-12-12 20:11, flood,48
2020-12-12 23:02, slack,-
2020-12-13 00:39, ebb,-33
2020-12-13 02:50, slack,-
2020-12-13 08:11, flood,50
2020-12-13 11:26, slack,-
2020-12-13 13:09, ebb,-37
2020-12-13 15:32, slack,-
2020-12-13 21:47, flood,52
2020-12-13 23:56, slack,-
2020-12-14 01:33, ebb,-33
2020-12-14 03:44, slack,-
2020-12-14 09:35, flood,51
2020-12-14 12:14, slack,-
2020-12-14 14:03, ebb,-38
2020-12-14 16:26, slack,-
2020-12-14 22:47, flood,55
2020-12-15 00:50, slack,-
2020-12-15 02:27, ebb,-33
2020-12-15 04:38, slack,-
2020-12-15 10:41, flood,50
2020-12-15 13:08, slack,-
2020-12-15 14:57, ebb,-37
2020-12-15 17:20, slack,-
2020-12-15 23:41, flood,55
2020-12-16 01:44, slack,-
2020-12-16 03:21, ebb,-33
2020-12-16 05:32, slack,-
2020-12-16 11:41, flood,49
2020-12-16 14:02, slack,-
2020-12-16 15:45, ebb,-36
2020-12-16 18:14, slack,-
2020-12-17 00:35, flood,54
2020-12-17 02:38, slack,-
2020-12-17 04:15, ebb,-32
2020-12-17 06:20, slack,-
2020-12-17 12:41, flood,46
2020-12-17 14:50, slack,-
2020-12-17 16:33, ebb,-35
2020-12-17 19:02, slack,-
2020-12-18 01:35, flood,53
2020-12-18 03:32, slack,-
2020-12-18 05:03, ebb,-30
2020-12-18 07:14, slack,-
2020-12-18 13:41, flood,44
2020-12-18 15:44, slack,-
2020-12-18 17:21, ebb,-33
2020-12-18 19:56, slack,-
2020-12-19 02:29, flood,51
2020-12-19 04:20, slack,-
2020-12-19 05:51, ebb,-28
2020-12-19 08:14, slack,-
2020-12-19 14:35, flood,42
2020-12-19 16:32, slack,-
2020-12-19 18:09, ebb,-30
2020-12-19 20:50, slack,-
2020-12-20 03:17, flood,48
2020-12-20 05:14, slack,-
2020-12-20 06:39, ebb,-26
2020-12-20 09:08, slack,-
2020-12-20 15:29, flood,39
2020-12-20 17:26, slack,-
2020-12-20 18:57, ebb,-28
2020-12-20 21:44, slack,-
2020-12-21 04:11, flood,45
2020-12-21 06:02, slack,-
2020-12-21 07:33, ebb,-24
2020-12-21 10:08, slack,-
2020-12-21 16:17, flood,37
2020-12-21 18:14, slack,-
2020-12-21 19:45, ebb,-25
2020-12-21 22:38, slack,-
2020-12-22 04:59, flood,41
2020-12-22 06:56, slack,-
2020-12-22 08:21, ebb,-23
2020-12-22 11:02, slack,-
2020-12-22 17:11, flood,35
2020-12-22 19:08, slack,-
2020-12-22 20:33, ebb,-23
2020-12-22 23:26, slack,-
2020-12-23 05:53, flood,38
2020-12-23 07:44, slack,-
2020-12-23 09:21, ebb,-21
2020-12-23 10:51, ebb,-22
2020-12-23 11:56, slack,-
2020-12-23 18:05, flood,33
2020-12-23 20:02, slack,-
2020-12-23 21:27, ebb,-22
2020-12-24 00:14, slack,-
2020-12-24 06:41, flood,35
2020-12-24 08:32, slack,-
2020-12-24 11:45, ebb,-22
2020-12-24 12:44, slack,-
2020-12-24 18:59, flood,32
2020-12-24 20:50, slack,-
2020-12-24 22:27, ebb,-21
2020-12-25 00:56, slack,-
2020-12-25 05:41, flood,32
2020-12-25 07:29, flood,33
2020-12-25 09:20, slack,-
2020-12-25 12:33, ebb,-23
2020-12-25 13:32, slack,-
2020-12-25 19:53, flood,32
2020-12-25 21:44, slack,-
2020-12-25 23:21, ebb,-21
2020-12-26 01:38, slack,-
2020-12-26 06:11, flood,33
2020-12-26 08:17, flood,31
2020-12-26 10:08, slack,-
2020-12-26 12:09, ebb,-24
2020-12-26 14:20, slack,-
2020-12-26 20:47, flood,33
2020-12-26 22:32, slack,-
2020-12-27 00:03, ebb,-23
2020-12-27 02:20, slack,-
2020-12-27 06:53, flood,34
2020-12-27 10:50, slack,-
2020-12-27 12:33, ebb,-25
2020-12-27 15:02, slack,-
2020-12-27 19:53, flood,34
2020-12-27 21:23, flood,34
2020-12-27 23:20, slack,-
2020-12-28 00:45, ebb,-24
2020-12-28 03:02, slack,-
2020-12-28 07:35, flood,36
2020-12-28 11:32, slack,-
2020-12-28 13:15, ebb,-27
2020-12-28 15:44, slack,-
2020-12-28 20:35, flood,36
2020-12-29 00:02, slack,-
2020-12-29 01:33, ebb,-26
2020-12-29 03:44, slack,-
2020-12-29 08:23, flood,39
2020-12-29 12:14, slack,-
2020-12-29 13:57, ebb,-30
2020-12-29 16:26, slack,-
2020-12-29 21:23, flood,40
2020-12-30 00:50, slack,-
2020-12-30 02:15, ebb,-28
2020-12-30 04:26, slack,-
2020-12-30 09:11, flood,42
2020-12-30 12:50, slack,-
2020-12-30 14:39, ebb,-32
2020-12-30 17:08, slack,-
2020-12-30 22:05, flood,43
2020-12-31 01:32, slack,-
2020-12-31 03:03, ebb,-30
2020-12-31 05:08, slack,-
2020-12-31 09:59, flood,45
2020-12-31 13:32, slack,-
2020-12-31 15:27, ebb,-34
2020-12-31 17:50, slack,-
2020-12-31 22:47, flood,46
2021-01-01 02:14, slack,-
2021-01-01 03:51, ebb,-32
2021-01-01 05:50, slack,-
2021-01-01 10:41, flood,48
2021-01-01 14:14, slack,-
2021-01-01 16:09, ebb,-36
2021-01-01 18:32, slack,-
2021-01-01 23:29, flood,48
2021-01-02 03:02, slack,-
2021-01-02 04:39, ebb,-33
2021-01-02 06:32, slack,-
2021-01-02 11:35, flood,49
2021-01-02 15:02, slack,-
2021-01-02 16:57, ebb,-38
2021-01-02 19:14, slack,-
2021-01-03 00:17, flood,48
2021-01-03 03:44, slack,-
2021-01-03 05:27, ebb,-34
2021-01-03 07:20, slack,-
2021-01-03 12:23, flood,49
2021-01-03 15:50, slack,-
2021-01-03 17:45, ebb,-38
2021-01-03 20:02, slack,-
2021-01-04 01:11, flood,49
2021-01-04 04:32, slack,-
2021-01-04 06:15, ebb,-35
2021-01-04 08:14, slack,-
2021-01-04 13:23, flood,49
2021-01-04 16:44, slack,-
2021-01-04 18:33, ebb,-38
2021-01-04 20:50, slack,-
2021-01-05 02:05, flood,50
2021-01-05 05:26, slack,-
2021-01-05 07:03, ebb,-35
2021-01-05 09:14, slack,-
2021-01-05 14:17, flood,48
2021-01-05 17:38, slack,-
2021-01-05 19:27, ebb,-36
2021-01-05 21:44, slack,-
2021-01-06 02:59, flood,50
2021-01-06 06:14, slack,-
2021-01-06 07:57, ebb,-34
2021-01-06 10:14, slack,-
2021-01-06 15:17, flood,47
2021-01-06 18:32, slack,-
2021-01-06 20:21, ebb,-34
2021-01-06 22:44, slack,-
2021-01-07 03:47, flood,50
2021-01-07 07:14, slack,-
2021-01-07 08:51, ebb,-33
2021-01-07 11:20, slack,-
2021-01-07 16:17, flood,45
2021-01-07 19:38, slack,-
2021-01-07 21:15, ebb,-32
2021-01-07 23:38, slack,-
2021-01-08 04:41, flood,49
2021-01-08 08:08, slack,-
2021-01-08 09:51, ebb,-32
2021-01-08 12:20, slack,-
2021-01-08 17:17, flood,44
2021-01-08 20:38, slack,-
2021-01-08 22:15, ebb,-30
2021-01-09 00:38, slack,-
2021-01-09 05:35, flood,47
2021-01-09 09:08, slack,-
2021-01-09 10:51, ebb,-32
2021-01-09 13:26, slack,-
2021-01-09 18:35, flood,43
2021-01-09 21:44, slack,-
2021-01-09 23:21, ebb,-29
2021-01-10 01:32, slack,-
2021-01-10 06:41, flood,45
2021-01-10 10:08, slack,-
2021-01-10 11:51, ebb,-33
2021-01-10 14:20, slack,-
2021-01-10 20:41, flood,46
2021-01-10 22:44, slack,-
2021-01-11 00:21, ebb,-29
2021-01-11 02:32, slack,-
2021-01-11 08:47, flood,45
2021-01-11 11:02, slack,-
2021-01-11 12:51, ebb,-34
2021-01-11 15:20, slack,-
2021-01-11 21:47, flood,51
2021-01-11 23:44, slack,-
2021-01-12 01:21, ebb,-29
2021-01-12 03:26, slack,-
2021-01-12 09:53, flood,47
2021-01-12 11:56, slack,-
2021-01-12 13:45, ebb,-34
2021-01-12 16:14, slack,-
2021-01-12 22:41, flood,54
2021-01-13 00:38, slack,-
2021-01-13 02:15, ebb,-29
2021-01-13 04:20, slack,-
2021-01-13 10:47, flood,48
2021-01-13 12:50, slack,-
2021-01-13 14:39, ebb,-34
2021-01-13 17:08, slack,-
2021-01-13 23:29, flood,55
2021-01-14 01:32, slack,-
2021-01-14 03:09, ebb,-30
2021-01-14 05:14, slack,-
2021-01-14 11:41, flood,48
2021-01-14 13:44, slack,-
2021-01-14 15:33, ebb,-33
2021-01-14 18:02, slack,-
2021-01-15 00:23, flood,55
2021-01-15 02:20, slack,-
2021-01-15 04:03, ebb,-29
2021-01-15 06:08, slack,-
2021-01-15 12:35, flood,47
2021-01-15 14:32, slack,-
2021-01-15 16:15, ebb,-32
2021-01-15 18:50, slack,-
2021-01-16 01:17, flood,53
2021-01-16 03:08, slack,-
2021-01-16 04:45, ebb,-29
2021-01-16 06:56, slack,-
2021-01-16 13:23, flood,45
2021-01-16 15:20, slack,-
2021-01-16 17:03, ebb,-31
2021-01-16 19:38, slack,-
2021-01-17 02:05, flood,50
2021-01-17 03:56, slack,-
2021-01-17 05:33, ebb,-27
2021-01-17 07:50, slack,-
2021-01-17 14:17, flood,42
2021-01-17 16:08, slack,-
2021-01-17 17:45, ebb,-29
2021-01-17 20:26, slack,-
2021-01-18 02:53, flood,46
2021-01-18 04:44, slack,-
2021-01-18 06:21, ebb,-26
2021-01-18 08:44, slack,-
2021-01-18 14:59, flood,39
2021-01-18 16:56, slack,-
2021-01-18 18:27, ebb,-27
2021-01-18 21:14, slack,-
2021-01-19 03:41, flood,42
2021-01-19 05:32, slack,-
2021-01-19 07:03, ebb,-24
2021-01-19 09:38, slack,-
2021-01-19 15:41, flood,36
2021-01-19 17:44, slack,-
2021-01-19 19:15, ebb,-25
2021-01-19 22:02, slack,-
2021-01-20 04:23, flood,38
2021-01-20 06:20, slack,-
2021-01-20 07:51, ebb,-23
2021-01-20 10:32, slack,-
2021-01-20 16:29, flood,33
2021-01-20 18:32, slack,-
2021-01-20 20:03, ebb,-23
2021-01-20 22:50, slack,-
2021-01-21 05:05, flood,34
2021-01-21 07:08, slack,-
2021-01-21 08:33, ebb,-22
2021-01-21 11:26, slack,-
2021-01-21 16:17, flood,31
2021-01-21 19:26, slack,-
2021-01-21 20:51, ebb,-21
2021-01-21 23:32, slack,-
2021-01-22 04:17, flood,32
2021-01-22 07:56, slack,-
2021-01-22 09:27, ebb,-21
2021-01-22 11:15, ebb,-20
2021-01-22 12:14, slack,-
2021-01-22 16:53, flood,30
2021-01-22 20:14, slack,-
2021-01-22 21:45, ebb,-20
2021-01-23 00:20, slack,-
2021-01-23 04:53, flood,32
2021-01-23 08:44, slack,-
2021-01-23 10:21, ebb,-21
2021-01-23 12:03, ebb,-21
2021-01-23 13:02, slack,-
2021-01-23 17:41, flood,30
2021-01-23 21:08, slack,-
2021-01-23 22:39, ebb,-20
2021-01-24 01:02, slack,-
2021-01-24 05:35, flood,33
2021-01-24 09:32, slack,-
2021-01-24 11:15, ebb,-23
2021-01-24 13:50, slack,-
2021-01-24 18:29, flood,31
2021-01-24 22:02, slack,-
2021-01-24 23:33, ebb,-21
2021-01-25 01:50, slack,-
2021-01-25 06:23, flood,35
2021-01-25 10:14, slack,-
2021-01-25 11:57, ebb,-25
2021-01-25 14:38, slack,-
2021-01-25 19:17, flood,34
2021-01-25 22:50, slack,-
2021-01-26 00:15, ebb,-23
2021-01-26 02:32, slack,-
2021-01-26 07:05, flood,37
2021-01-26 11:02, slack,-
2021-01-26 12:45, ebb,-28
2021-01-26 15:20, slack,-
2021-01-26 20:05, flood,37
2021-01-26 23:32, slack,-
2021-01-27 01:03, ebb,-26
2021-01-27 03:14, slack,-
2021-01-27 07:59, flood,41
2021-01-27 11:44, slack,-
2021-01-27 13:27, ebb,-30
2021-01-27 16:02, slack,-
2021-01-27 20:59, flood,41
2021-01-28 00:20, slack,-
2021-01-28 01:51, ebb,-29
2021-01-28 03:56, slack,-
2021-01-28 08:47, flood,45
2021-01-28 12:26, slack,-
2021-01-28 14:15, ebb,-33
2021-01-28 16:38, slack,-
2021-01-28 21:41, flood,46
2021-01-29 01:02, slack,-
2021-01-29 02:39, ebb,-31
2021-01-29 04:38, slack,-
2021-01-29 09:35, flood,49
2021-01-29 13:08, slack,-
2021-01-29 14:57, ebb,-36
2021-01-29 17:20, slack,-
2021-01-29 22:23, flood,49
2021-01-30 01:50, slack,-
2021-01-30 03:27, ebb,-34
2021-01-30 05:26, slack,-
2021-01-30 10:23, flood,52
2021-01-30 13:50, slack,-
2021-01-30 15:45, ebb,-39
2021-01-30 18:02, slack,-
2021-01-30 23:05, flood,52
2021-01-31 02:32, slack,-
2021-01-31 04:15, ebb,-36
2021-01-31 06:08, slack,-
2021-01-31 11:11, flood,54
2021-01-31 14:38, slack,-
2021-01-31 16:33, ebb,-40
2021-01-31 18:44, slack,-
2021-01-31 23:53, flood,53
2021-02-01 03:20, slack,-
2021-02-01 05:03, ebb,-37
2021-02-01 06:56, slack,-
2021-02-01 12:05, flood,53
2021-02-01 15:32, slack,-
2021-02-01 17:21, ebb,-40
2021-02-01 19:32, slack,-
2021-02-02 00:41, flood,53
2021-02-02 04:08, slack,-
2021-02-02 05:51, ebb,-37
2021-02-02 07:50, slack,-
2021-02-02 12:59, flood,51
2021-02-02 16:20, slack,-
2021-02-02 18:09, ebb,-39
2021-02-02 20:20, slack,-
2021-02-03 01:35, flood,52
2021-02-03 04:56, slack,-
2021-02-03 06:39, ebb,-37
2021-02-03 08:50, slack,-
2021-02-03 13:59, flood,49
2021-02-03 17:14, slack,-
2021-02-03 19:03, ebb,-37
2021-02-03 21:14, slack,-
2021-02-04 02:29, flood,51
2021-02-04 05:50, slack,-
2021-02-04 07:33, ebb,-35
2021-02-04 09:56, slack,-
2021-02-04 14:59, flood,46
2021-02-04 18:14, slack,-
2021-02-04 19:57, ebb,-34
2021-02-04 22:14, slack,-
2021-02-05 03:23, flood,48
2021-02-05 06:44, slack,-
2021-02-05 08:27, ebb,-33
2021-02-05 11:02, slack,-
2021-02-05 15:59, flood,43
2021-02-05 19:20, slack,-
2021-02-05 20:51, ebb,-30
2021-02-05 23:14, slack,-
2021-02-06 04:17, flood,45
2021-02-06 07:44, slack,-
2021-02-06 09:27, ebb,-31
2021-02-06 12:08, slack,-
2021-02-06 17:17, flood,41
2021-02-06 20:20, slack,-
2021-02-06 21:57, ebb,-27
2021-02-07 00:14, slack,-
2021-02-07 05:17, flood,43
2021-02-07 08:44, slack,-
2021-02-07 10:27, ebb,-30
2021-02-07 13:08, slack,-
2021-02-07 19:23, flood,42
2021-02-07 21:26, slack,-
2021-02-07 23:03, ebb,-26
2021-02-08 01:20, slack,-
2021-02-08 07:29, flood,41
2021-02-08 09:50, slack,-
2021-02-08 11:39, ebb,-30
2021-02-08 14:08, slack,-
2021-02-08 20:35, flood,47
2021-02-08 22:32, slack,-
2021-02-09 00:09, ebb,-27
2021-02-09 02:20, slack,-
2021-02-09 08:47, flood,44
2021-02-09 10:44, slack,-
2021-02-09 12:45, ebb,-30
2021-02-09 15:08, slack,-
2021-02-09 21:29, flood,52
2021-02-09 23:26, slack,-
2021-02-10 01:15, ebb,-27
2021-02-10 03:14, slack,-
2021-02-10 09:47, flood,48
2021-02-10 11:44, slack,-
2021-02-10 13:45, ebb,-31
2021-02-10 16:02, slack,-
2021-02-10 22:23, flood,56
2021-02-11 00:20, slack,-
2021-02-11 02:15, ebb,-28
2021-02-11 04:08, slack,-
2021-02-11 10:35, flood,50
2021-02-11 12:32, slack,-
2021-02-11 14:39, ebb,-32
2021-02-11 16:50, slack,-
2021-02-11 23:11, flood,57
2021-02-12 01:08, slack,-
2021-02-12 03:09, ebb,-29
2021-02-12 05:02, slack,-
2021-02-12 11:23, flood,50
2021-02-12 13:20, slack,-
2021-02-12 15:21, ebb,-32
2021-02-12 17:38, slack,-
2021-02-12 23:59, flood,55
2021-02-13 01:56, slack,-
2021-02-13 03:51, ebb,-29
2021-02-13 05:50, slack,-
2021-02-13 12:11, flood,49
2021-02-13 14:08, slack,-
2021-02-13 15:57, ebb,-32
2021-02-13 18:26, slack,-
2021-02-14 00:47, flood,52
2021-02-14 02:44, slack,-
2021-02-14 04:27, ebb,-29
2021-02-14 06:38, slack,-
2021-02-14 12:59, flood,46
2021-02-14 14:56, slack,-
2021-02-14 16:39, ebb,-31
2021-02-14 19:08, slack,-
2021-02-15 01:35, flood,48
2021-02-15 03:32, slack,-
2021-02-15 05:09, ebb,-28
2021-02-15 07:20, slack,-
2021-02-15 13:41, flood,42
2021-02-15 15:44, slack,-
2021-02-15 17:15, ebb,-29
2021-02-15 19:50, slack,-
2021-02-16 02:23, flood,43
2021-02-16 04:14, slack,-
2021-02-16 05:45, ebb,-27
2021-02-16 08:08, slack,-
2021-02-16 14:23, flood,38
2021-02-16 16:26, slack,-
2021-02-16 17:57, ebb,-28
2021-02-16 20:32, slack,-
2021-02-17 02:59, flood,38
2021-02-17 04:56, slack,-
2021-02-17 06:27, ebb,-26
2021-02-17 09:02, slack,-
2021-02-17 14:41, flood,35
2021-02-17 17:14, slack,-
2021-02-17 18:39, ebb,-26
2021-02-17 21:14, slack,-
2021-02-18 02:23, flood,34
2021-02-18 05:38, slack,-
2021-02-18 07:09, ebb,-24
2021-02-18 09:56, slack,-
2021-02-18 14:53, flood,32
2021-02-18 18:02, slack,-
2021-02-18 19:27, ebb,-24
2021-02-18 22:02, slack,-
2021-02-19 02:53, flood,33
2021-02-19 06:26, slack,-
2021-02-19 07:57, ebb,-23
2021-02-19 10:50, slack,-
2021-02-19 15:29, flood,31
2021-02-19 18:50, slack,-
2021-02-19 20:15, ebb,-22
2021-02-19 22:50, slack,-
2021-02-20 03:29, flood,32
2021-02-20 07:14, slack,-
2021-02-20 08:39, ebb,-22
2021-02-20 11:38, slack,-
2021-02-20 16:11, flood,30
2021-02-20 19:38, slack,-
2021-02-20 21:03, ebb,-21
2021-02-20 23:38, slack,-
2021-02-21 04:11, flood,32
2021-02-21 07:56, slack,-
2021-02-21 09:33, ebb,-22
2021-02-21 12:26, slack,-
2021-02-21 16:59, flood,30
2021-02-21 20:32, slack,-
2021-02-21 21:57, ebb,-20
2021-02-22 00:26, slack,-
2021-02-22 04:59, flood,33
2021-02-22 08:50, slack,-
2021-02-22 10:27, ebb,-23
2021-02-22 13:14, slack,-
2021-02-22 17:53, flood,32
2021-02-22 21:26, slack,-
2021-02-22 22:57, ebb,-22
2021-02-23 01:14, slack,-
2021-02-23 05:47, flood,35
2021-02-23 09:38, slack,-
2021-02-23 11:21, ebb,-25
2021-02-23 14:02, slack,-
2021-02-23 18:41, flood,35
2021-02-23 22:14, slack,-
2021-02-23 23:45, ebb,-24
2021-02-24 02:02, slack,-
2021-02-24 06:41, flood,39
2021-02-24 10:26, slack,-
2021-02-24 12:09, ebb,-28
2021-02-24 14:44, slack,-
2021-02-24 19:35, flood,39
2021-02-24 23:02, slack,-
2021-02-25 00:33, ebb,-27
2021-02-25 02:44, slack,-
2021-02-25 07:29, flood,43
2021-02-25 11:14, slack,-
2021-02-25 12:57, ebb,-31
2021-02-25 15:26, slack,-
2021-02-25 20:23, flood,43
2021-02-25 23:50, slack,-
2021-02-26 01:27, ebb,-30
2021-02-26 03:32, slack,-
2021-02-26 08:23, flood,48
2021-02-26 11:56, slack,-
2021-02-26 13:45, ebb,-35
2021-02-26 16:08, slack,-
2021-02-26 21:11, flood,48
2021-02-27 00:32, slack,-
2021-02-27 02:15, ebb,-34
2021-02-27 04:14, slack,-
2021-02-27 09:17, flood,52
2021-02-27 12:44, slack,-
2021-02-27 14:33, ebb,-38
2021-02-27 16:50, slack,-
2021-02-27 21:59, flood,53
2021-02-28 01:20, slack,-
2021-02-28 03:03, ebb,-36
2021-02-28 05:02, slack,-
2021-02-28 10:05, flood,56
2021-02-28 13:32, slack,-
2021-02-28 15:21, ebb,-40
2021-02-28 17:32, slack,-
2021-02-28 22:41, flood,55
2021-03-01 02:08, slack,-
2021-03-01 03:51, ebb,-39
2021-03-01 05:50, slack,-
2021-03-01 10:53, flood,57
2021-03-01 14:20, slack,-
2021-03-01 16:09, ebb,-41
2021-03-01 18:20, slack,-
2021-03-01 23:23, flood,56
2021-03-02 02:50, slack,-
2021-03-02 04:39, ebb,-40
2021-03-02 06:38, slack,-
2021-03-02 11:41, flood,55
2021-03-02 15:14, slack,-
2021-03-02 16:57, ebb,-41
2021-03-02 19:02, slack,-
2021-03-03 00:11, flood,54
2021-03-03 03:44, slack,-
2021-03-03 05:27, ebb,-39
2021-03-03 07:32, slack,-
2021-03-03 12:41, flood,52
2021-03-03 16:02, slack,-
2021-03-03 17:51, ebb,-39
2021-03-03 19:50, slack,-
2021-03-04 01:11, flood,52
2021-03-04 04:32, slack,-
2021-03-04 06:15, ebb,-38
2021-03-04 08:32, slack,-
2021-03-04 13:47, flood,48
2021-03-04 17:02, slack,-
2021-03-04 18:39, ebb,-36
2021-03-04 20:50, slack,-
2021-03-05 02:05, flood,49
2021-03-05 05:26, slack,-
2021-03-05 07:09, ebb,-36
2021-03-05 09:38, slack,-
2021-03-05 14:47, flood,44
2021-03-05 18:02, slack,-
2021-03-05 19:33, ebb,-32
2021-03-05 21:50, slack,-
2021-03-06 02:59, flood,45
2021-03-06 06:20, slack,-
2021-03-06 08:03, ebb,-33
